Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
gridari,Verbo,gritar,Español,1s:gridu;2s:gridas;3s:grida;1p:gridamu;2p:gridati;3p:gridanu;1s_pass:gridai;2s_pass:gridasti;3s_pass:gridau;1p_pass:gridàmuru;2p_pass:gridàstivu;3p_pass:gridàranu,OK
grinfari,Verbo,arañar,Español,1s:grinfu;2s:grinfas;3s:grinfa;1p:grinfamu;2p:grinfati;3p:grinfanu;1s_pass:grinfai;2s_pass:grinfasti;3s_pass:grinfau;1p_pass:grinfàmuru;2p_pass:grinfàstivu;3p_pass:grinfàranu,OK
gràpiri,Verbo,abrir,Español,1s:gràpu;2s:gràpi;3s:gràpi;1p:gràpimu;2p:gràpiti;3p:gràpinu;1s_pass:gràpii;2s_pass:gràpisti;3s_pass:gràpìu;1p_pass:gràpìmuru;2p_pass:gràpìstivu;3p_pass:gràpìranu,OK
guadagnari,Verbo,ganar,Español,1s:guadagnu;2s:guadagnas;3s:guadagna;1p:guadagnamu;2p:guadagnati;3p:guadagnanu;1s_pass:guadagnai;2s_pass:guadagnasti;3s_pass:guadagnau;1p_pass:guadagnàmuru;2p_pass:guadagnàstivu;3p_pass:guadagnàranu,OK
guardari,Verbo,"1. mirar (ver), 2. cuidar, vigilar",Español,1s:guardu;2s:guardas;3s:guarda;1p:guardamu;2p:guardati;3p:guardanu;1s_pass:guardai;2s_pass:guardasti;3s_pass:guardau;1p_pass:guardàmuru;2p_pass:guardàstivu;3p_pass:guardàranu,OK
guidari,Verbo,"guiar, conducir",Español,1s:guidu;2s:guidas;3s:guida;1p:guidamu;2p:guidati;3p:guidanu;1s_pass:guidai;2s_pass:guidasti;3s_pass:guidau;1p_pass:guidàmuru;2p_pass:guidàstivu;3p_pass:guidàranu,OK
gòdiri,Verbo,disfrutar,Español,1s:gòdu;2s:gòdi;3s:gòdi;1p:gòdimu;2p:gòditi;3p:gòdinu;1s_pass:gòdii;2s_pass:gòdisti;3s_pass:gòdìu;1p_pass:gòdìmuru;2p_pass:gòdìstivu;3p_pass:gòdìranu,OK
iastimari,Verbo,"imprecar, maldecir",Español,1s:iastimu;2s:iastimas;3s:iastima;1p:iastimamu;2p:iastimati;3p:iastimanu;1s_pass:iastimai;2s_pass:iastimasti;3s_pass:iastimau;1p_pass:iastimàmuru;2p_pass:iastimàstivu;3p_pass:iastimàranu,OK
iastimiari,Verbo,"imprecar, maldecir",Español,1s:iastimiu;2s:iastimias;3s:iastimia;1p:iastimiamu;2p:iastimiati;3p:iastimianu;1s_pass:iastimiai;2s_pass:iastimiasti;3s_pass:iastimiau;1p_pass:iastimiàmuru;2p_pass:iastimiàstivu;3p_pass:iastimiàranu,OK
ilari,Verbo,helar,Español,1s:ilu;2s:ilas;3s:ila;1p:ilamu;2p:ilati;3p:ilanu;1s_pass:ilai;2s_pass:ilasti;3s_pass:ilau;1p_pass:ilàmuru;2p_pass:ilàstivu;3p_pass:ilàranu,OK
imparari,Verbo,aprender,Español,1s:imparu;2s:imparas;3s:impara;1p:imparamu;2p:imparati;3p:imparanu;1s_pass:imparai;2s_pass:imparasti;3s_pass:imparau;1p_pass:imparàmuru;2p_pass:imparàstivu;3p_pass:imparàranu,OK
impurtari,Verbo,importar,Español,1s:impurtu;2s:impurtas;3s:impurta;1p:impurtamu;2p:impurtati;3p:impurtanu;1s_pass:impurtai;2s_pass:impurtasti;3s_pass:impurtau;1p_pass:impurtàmuru;2p_pass:impurtàstivu;3p_pass:impurtàranu,OK
incartari,Verbo,envolver en el papel,Español,1s:incartu;2s:incartas;3s:incarta;1p:incartamu;2p:incartati;3p:incartanu;1s_pass:incartai;2s_pass:incartasti;3s_pass:incartau;1p_pass:incartàmuru;2p_pass:incartàstivu;3p_pass:incartàranu,OK
incignari,Verbo,"1. empezar, principiar, comenzar",Español,1s:incignu;2s:incignas;3s:incigna;1p:incignamu;2p:incignati;3p:incignanu;1s_pass:incignai;2s_pass:incignasti;3s_pass:incignau;1p_pass:incignàmuru;2p_pass:incignàstivu;3p_pass:incignàranu,OK
incirari,Verbo,encerar,Español,1s:inciru;2s:inciras;3s:incira;1p:inciramu;2p:incirati;3p:inciranu;1s_pass:incirai;2s_pass:incirasti;3s_pass:incirau;1p_pass:inciràmuru;2p_pass:inciràstivu;3p_pass:inciràranu,OK
incuntrari,Verbo,encontrar,Español,1s:incuntru;2s:incuntras;3s:incuntra;1p:incuntramu;2p:incuntrati;3p:incuntranu;1s_pass:incuntrai;2s_pass:incuntrasti;3s_pass:incuntrau;1p_pass:incuntràmuru;2p_pass:incuntràstivu;3p_pass:incuntràranu,OK
ingarrari,Verbo,indovinare,Italiano,1s:ingarru;2s:ingarras;3s:ingarra;1p:ingarramu;2p:ingarrati;3p:ingarranu;1s_pass:ingarrai;2s_pass:ingarrasti;3s_pass:ingarrau;1p_pass:ingarràmuru;2p_pass:ingarràstivu;3p_pass:ingarràranu,OK
intabbaccari,Verbo,"tacersi, tacere",Italiano,1s:intabbaccu;2s:intabbaccas;3s:intabbacca;1p:intabbaccamu;2p:intabbaccati;3p:intabbaccanu;1s_pass:intabbaccai;2s_pass:intabbaccasti;3s_pass:intabbaccau;1p_pass:intabbaccàmuru;2p_pass:intabbaccàstivu;3p_pass:intabbaccàranu,OK
intrimulari,Verbo,affogare nella melma,Italiano,1s:intrimulu;2s:intrimulas;3s:intrimula;1p:intrimulamu;2p:intrimulati;3p:intrimulanu;1s_pass:intrimulai;2s_pass:intrimulasti;3s_pass:intrimulau;1p_pass:intrimulàmuru;2p_pass:intrimulàstivu;3p_pass:intrimulàranu,OK
intuzzari,Verbo,intromettersi,Italiano,1s:intuzzu;2s:intuzzas;3s:intuzza;1p:intuzzamu;2p:intuzzati;3p:intuzzanu;1s_pass:intuzzai;2s_pass:intuzzasti;3s_pass:intuzzau;1p_pass:intuzzàmuru;2p_pass:intuzzàstivu;3p_pass:intuzzàranu,OK
inzirtari,Verbo,adivinar,Español,1s:inzirtu;2s:inzirtas;3s:inzirta;1p:inzirtamu;2p:inzirtati;3p:inzirtanu;1s_pass:inzirtai;2s_pass:inzirtasti;3s_pass:inzirtau;1p_pass:inzirtàmuru;2p_pass:inzirtàstivu;3p_pass:inzirtàranu,OK
iri,Verbo,ir,Español,1s:u;2s:i;3s:i;1p:imu;2p:iti;3p:inu;1s_pass:ii;2s_pass:isti;3s_pass:ìu;1p_pass:ìmuru;2p_pass:ìstivu;3p_pass:ìranu,OK
isari,Verbo,levantar,Español,1s:isu;2s:isas;3s:isa;1p:isamu;2p:isati;3p:isanu;1s_pass:isai;2s_pass:isasti;3s_pass:isau;1p_pass:isàmuru;2p_pass:isàstivu;3p_pass:isàranu,OK
ittari,Verbo,"tirar, lanzar",Español,1s:ittu;2s:ittas;3s:itta;1p:ittamu;2p:ittati;3p:ittanu;1s_pass:ittai;2s_pass:ittasti;3s_pass:ittau;1p_pass:ittàmuru;2p_pass:ittàstivu;3p_pass:ittàranu,OK
iucari,Verbo,jugar,Español,1s:iucu;2s:iucas;3s:iuca;1p:iucamu;2p:iucati;3p:iucanu;1s_pass:iucai;2s_pass:iucasti;3s_pass:iucau;1p_pass:iucàmuru;2p_pass:iucàstivu;3p_pass:iucàranu,OK
iudicari,Verbo,juzgar,Español,1s:iudicu;2s:iudicas;3s:iudica;1p:iudicamu;2p:iudicati;3p:iudicanu;1s_pass:iudicai;2s_pass:iudicasti;3s_pass:iudicau;1p_pass:iudicàmuru;2p_pass:iudicàstivu;3p_pass:iudicàranu,OK
iàpriri,Verbo,abrir,Español,1s:iàpru;2s:iàpri;3s:iàpri;1p:iàprimu;2p:iàpriti;3p:iàprinu;1s_pass:iàprii;2s_pass:iàpristi;3s_pass:iàprìu;1p_pass:iàprìmuru;2p_pass:iàprìstivu;3p_pass:iàprìranu,OK
ièssiri,Verbo,"ser, estar",Español,1s:ièssu;2s:ièssi;3s:ièssi;1p:ièssimu;2p:ièssiti;3p:ièssinu;1s_pass:ièssii;2s_pass:ièssisti;3s_pass:ièssìu;1p_pass:ièssìmuru;2p_pass:ièssìstivu;3p_pass:ièssìranu,OK
iùiri,Verbo,cerrar,Español,1s:iùu;2s:iùi;3s:iùi;1p:iùimu;2p:iùiti;3p:iùinu;1s_pass:iùii;2s_pass:iùisti;3s_pass:iùìu;1p_pass:iùìmuru;2p_pass:iùìstivu;3p_pass:iùìranu,OK
iùnciri,Verbo,"1. llegar; 2. unir, juntar",Español,1s:iùncu;2s:iùnci;3s:iùnci;1p:iùncimu;2p:iùnciti;3p:iùncinu;1s_pass:iùncii;2s_pass:iùncisti;3s_pass:iùncìu;1p_pass:iùncìmuru;2p_pass:iùncìstivu;3p_pass:iùncìranu,OK
jastimari,Verbo,"imprecar, maldecir",Español,1s:jastimu;2s:jastimas;3s:jastima;1p:jastimamu;2p:jastimati;3p:jastimanu;1s_pass:jastimai;2s_pass:jastimasti;3s_pass:jastimau;1p_pass:jastimàmuru;2p_pass:jastimàstivu;3p_pass:jastimàranu,OK
jastimiari,Verbo,"imprecar, maldecir",Español,1s:jastimiu;2s:jastimias;3s:jastimia;1p:jastimiamu;2p:jastimiati;3p:jastimianu;1s_pass:jastimiai;2s_pass:jastimiasti;3s_pass:jastimiau;1p_pass:jastimiàmuru;2p_pass:jastimiàstivu;3p_pass:jastimiàranu,OK
jilari,Verbo,helar,Español,1s:jilu;2s:jilas;3s:jila;1p:jilamu;2p:jilati;3p:jilanu;1s_pass:jilai;2s_pass:jilasti;3s_pass:jilau;1p_pass:jilàmuru;2p_pass:jilàstivu;3p_pass:jilàranu,OK
jiniari,Verbo,"nitrire, annitrire",Italiano,1s:jiniu;2s:jinias;3s:jinia;1p:jiniamu;2p:jiniati;3p:jinianu;1s_pass:jiniai;2s_pass:jiniasti;3s_pass:jiniau;1p_pass:jiniàmuru;2p_pass:jiniàstivu;3p_pass:jiniàranu,OK
jiri,Verbo,ir,Español,1s:ju;2s:ji;3s:ji;1p:jimu;2p:jiti;3p:jinu;1s_pass:jii;2s_pass:jisti;3s_pass:jìu;1p_pass:jìmuru;2p_pass:jìstivu;3p_pass:jìranu,OK
jisari,Verbo,levantar,Español,1s:jisu;2s:jisas;3s:jisa;1p:jisamu;2p:jisati;3p:jisanu;1s_pass:jisai;2s_pass:jisasti;3s_pass:jisau;1p_pass:jisàmuru;2p_pass:jisàstivu;3p_pass:jisàranu,OK
jittari,Verbo,"tirar, lanzar",Español,1s:jittu;2s:jittas;3s:jitta;1p:jittamu;2p:jittati;3p:jittanu;1s_pass:jittai;2s_pass:jittasti;3s_pass:jittau;1p_pass:jittàmuru;2p_pass:jittàstivu;3p_pass:jittàranu,OK
jttari,Verbo,"tirar, lanzar",Español,1s:jttu;2s:jttas;3s:jtta;1p:jttamu;2p:jttati;3p:jttanu;1s_pass:jttai;2s_pass:jttasti;3s_pass:jttau;1p_pass:jttàmuru;2p_pass:jttàstivu;3p_pass:jttàranu,OK
jucari,Verbo,jugar,Español,1s:jucu;2s:jucas;3s:juca;1p:jucamu;2p:jucati;3p:jucanu;1s_pass:jucai;2s_pass:jucasti;3s_pass:jucau;1p_pass:jucàmuru;2p_pass:jucàstivu;3p_pass:jucàranu,OK
judicari,Verbo,juzgar,Español,1s:judicu;2s:judicas;3s:judica;1p:judicamu;2p:judicati;3p:judicanu;1s_pass:judicai;2s_pass:judicasti;3s_pass:judicau;1p_pass:judicàmuru;2p_pass:judicàstivu;3p_pass:judicàranu,OK
jàpriri,Verbo,abrir,Español,1s:jàpru;2s:jàpri;3s:jàpri;1p:jàprimu;2p:jàpriti;3p:jàprinu;1s_pass:jàprii;2s_pass:jàpristi;3s_pass:jàprìu;1p_pass:jàprìmuru;2p_pass:jàprìstivu;3p_pass:jàprìranu,OK
jèssiri,Verbo,"ser, estar",Español,1s:jèssu;2s:jèssi;3s:jèssi;1p:jèssimu;2p:jèssiti;3p:jèssinu;1s_pass:jèssii;2s_pass:jèssisti;3s_pass:jèssìu;1p_pass:jèssìmuru;2p_pass:jèssìstivu;3p_pass:jèssìranu,OK
jìnchiri,Verbo,"rellenar, henchir",Español,1s:jìnchu;2s:jìnchi;3s:jìnchi;1p:jìnchimu;2p:jìnchiti;3p:jìnchinu;1s_pass:jìnchii;2s_pass:jìnchisti;3s_pass:jìnchìu;1p_pass:jìnchìmuru;2p_pass:jìnchìstivu;3p_pass:jìnchìranu,OK
jùiri,Verbo,cerrar,Español,1s:jùu;2s:jùi;3s:jùi;1p:jùimu;2p:jùiti;3p:jùinu;1s_pass:jùii;2s_pass:jùisti;3s_pass:jùìu;1p_pass:jùìmuru;2p_pass:jùìstivu;3p_pass:jùìranu,OK
jùjiri,Verbo,cerrar,Español,1s:jùju;2s:jùji;3s:jùji;1p:jùjimu;2p:jùjiti;3p:jùjinu;1s_pass:jùjii;2s_pass:jùjisti;3s_pass:jùjìu;1p_pass:jùjìmuru;2p_pass:jùjìstivu;3p_pass:jùjìranu,OK
jùnciri,Verbo,"1. llegar; 2. unir, juntar",Español,1s:jùncu;2s:jùnci;3s:jùnci;1p:jùncimu;2p:jùnciti;3p:jùncinu;1s_pass:jùncii;2s_pass:jùncisti;3s_pass:jùncìu;1p_pass:jùncìmuru;2p_pass:jùncìstivu;3p_pass:jùncìranu,OK
lampari,Verbo,"scagliare (lanciare, gettare)",Italiano,1s:lampu;2s:lampas;3s:lampa;1p:lampamu;2p:lampati;3p:lampanu;1s_pass:lampai;2s_pass:lampasti;3s_pass:lampau;1p_pass:lampàmuru;2p_pass:lampàstivu;3p_pass:lampàranu,OK
lanzari,Verbo,vomitar,Español,1s:lanzu;2s:lanzas;3s:lanza;1p:lanzamu;2p:lanzati;3p:lanzanu;1s_pass:lanzai;2s_pass:lanzasti;3s_pass:lanzau;1p_pass:lanzàmuru;2p_pass:lanzàstivu;3p_pass:lanzàranu,OK
laqueari,Verbo,angustiare,Italiano,1s:laqueu;2s:laqueas;3s:laquea;1p:laqueamu;2p:laqueati;3p:laqueanu;1s_pass:laqueai;2s_pass:laqueasti;3s_pass:laqueau;1p_pass:laqueàmuru;2p_pass:laqueàstivu;3p_pass:laqueàranu,OK
lassari,Verbo,dejar,Español,1s:lassu;2s:lassas;3s:lassa;1p:lassamu;2p:lassati;3p:lassanu;1s_pass:lassai;2s_pass:lassasti;3s_pass:lassau;1p_pass:lassàmuru;2p_pass:lassàstivu;3p_pass:lassàranu,OK
laudari,Verbo,"alabar, laudar, glorificar",Español,1s:laudu;2s:laudas;3s:lauda;1p:laudamu;2p:laudati;3p:laudanu;1s_pass:laudai;2s_pass:laudasti;3s_pass:laudau;1p_pass:laudàmuru;2p_pass:laudàstivu;3p_pass:laudàranu,OK
lavari,Verbo,lavar,Español,1s:lavu;2s:lavas;3s:lava;1p:lavamu;2p:lavati;3p:lavanu;1s_pass:lavai;2s_pass:lavasti;3s_pass:lavau;1p_pass:lavàmuru;2p_pass:lavàstivu;3p_pass:lavàranu,OK
liari,Verbo,atar,Español,1s:liu;2s:lias;3s:lia;1p:liamu;2p:liati;3p:lianu;1s_pass:liai;2s_pass:liasti;3s_pass:liau;1p_pass:liàmuru;2p_pass:liàstivu;3p_pass:liàranu,OK
licinnari,Verbo,logorarsi (detto di stoffe),Italiano,1s:licinnu;2s:licinnas;3s:licinna;1p:licinnamu;2p:licinnati;3p:licinnanu;1s_pass:licinnai;2s_pass:licinnasti;3s_pass:licinnau;1p_pass:licinnàmuru;2p_pass:licinnàstivu;3p_pass:licinnàranu,OK
ligari,Verbo,atar,Español,1s:ligu;2s:ligas;3s:liga;1p:ligamu;2p:ligati;3p:liganu;1s_pass:ligai;2s_pass:ligasti;3s_pass:ligau;1p_pass:ligàmuru;2p_pass:ligàstivu;3p_pass:ligàranu,OK
liggiri,Verbo,leer,Español,1s:liggu;2s:liggi;3s:liggi;1p:liggimu;2p:liggiti;3p:ligginu;1s_pass:liggii;2s_pass:liggisti;3s_pass:liggìu;1p_pass:liggìmuru;2p_pass:liggìstivu;3p_pass:liggìranu,OK
liiri,Verbo,leer,Español,1s:liu;2s:lii;3s:lii;1p:liimu;2p:liiti;3p:liinu;1s_pass:liii;2s_pass:liisti;3s_pass:liìu;1p_pass:liìmuru;2p_pass:liìstivu;3p_pass:liìranu,OK
lijari,Verbo,atar,Español,1s:liju;2s:lijas;3s:lija;1p:lijamu;2p:lijati;3p:lijanu;1s_pass:lijai;2s_pass:lijasti;3s_pass:lijau;1p_pass:lijàmuru;2p_pass:lijàstivu;3p_pass:lijàranu,OK
livari,Verbo,quitar,Español,1s:livu;2s:livas;3s:liva;1p:livamu;2p:livati;3p:livanu;1s_pass:livai;2s_pass:livasti;3s_pass:livau;1p_pass:livàmuru;2p_pass:livàstivu;3p_pass:livàranu,OK
llìnchiri,Verbo,llenar,Español,1s:llìnchu;2s:llìnchi;3s:llìnchi;1p:llìnchimu;2p:llìnchiti;3p:llìnchinu;1s_pass:llìnchii;2s_pass:llìnchisti;3s_pass:llìnchìu;1p_pass:llìnchìmuru;2p_pass:llìnchìstivu;3p_pass:llìnchìranu,OK
ludari,Verbo,"alabar, laudar, glorificar",Español,1s:ludu;2s:ludas;3s:luda;1p:ludamu;2p:ludati;3p:ludanu;1s_pass:ludai;2s_pass:ludasti;3s_pass:ludau;1p_pass:ludàmuru;2p_pass:ludàstivu;3p_pass:ludàranu,OK
luttari,Verbo,luchar,Español,1s:luttu;2s:luttas;3s:lutta;1p:luttamu;2p:luttati;3p:luttanu;1s_pass:luttai;2s_pass:luttasti;3s_pass:luttau;1p_pass:luttàmuru;2p_pass:luttàstivu;3p_pass:luttàranu,OK
lèggiri,Verbo,leer,Español,1s:lèggu;2s:lèggi;3s:lèggi;1p:lèggimu;2p:lèggiti;3p:lègginu;1s_pass:lèggii;2s_pass:lèggisti;3s_pass:lèggìu;1p_pass:lèggìmuru;2p_pass:lèggìstivu;3p_pass:lèggìranu,OK
lèiri,Verbo,leer,Español,1s:lèu;2s:lèi;3s:lèi;1p:lèimu;2p:lèiti;3p:lèinu;1s_pass:lèii;2s_pass:lèisti;3s_pass:lèìu;1p_pass:lèìmuru;2p_pass:lèìstivu;3p_pass:lèìranu,OK
lùciri,Verbo,"relucir, brillar",Español,1s:lùcu;2s:lùci;3s:lùci;1p:lùcimu;2p:lùciti;3p:lùcinu;1s_pass:lùcii;2s_pass:lùcisti;3s_pass:lùcìu;1p_pass:lùcìmuru;2p_pass:lùcìstivu;3p_pass:lùcìranu,OK
maciari,Verbo,smagrire,Italiano,1s:maciu;2s:macias;3s:macia;1p:maciamu;2p:maciati;3p:macianu;1s_pass:maciai;2s_pass:maciasti;3s_pass:maciau;1p_pass:maciàmuru;2p_pass:maciàstivu;3p_pass:maciàranu,OK
macicari,Verbo,masticare,Italiano,1s:macicu;2s:macicas;3s:macica;1p:macicamu;2p:macicati;3p:macicanu;1s_pass:macicai;2s_pass:macicasti;3s_pass:macicau;1p_pass:macicàmuru;2p_pass:macicàstivu;3p_pass:macicàranu,OK
magagghiari,Verbo,"battere fortemente, maltrattare",Italiano,1s:magagghiu;2s:magagghias;3s:magagghia;1p:magagghiamu;2p:magagghiati;3p:magagghianu;1s_pass:magagghiai;2s_pass:magagghiasti;3s_pass:magagghiau;1p_pass:magagghiàmuru;2p_pass:magagghiàstivu;3p_pass:magagghiàranu,OK
magniari,Verbo,"darsi arie, credersi grande",Italiano,1s:magniu;2s:magnias;3s:magnia;1p:magniamu;2p:magniati;3p:magnianu;1s_pass:magniai;2s_pass:magniasti;3s_pass:magniau;1p_pass:magniàmuru;2p_pass:magniàstivu;3p_pass:magniàranu,OK
maisari,Verbo,far la maggese,Italiano,1s:maisu;2s:maisas;3s:maisa;1p:maisamu;2p:maisati;3p:maisanu;1s_pass:maisai;2s_pass:maisasti;3s_pass:maisau;1p_pass:maisàmuru;2p_pass:maisàstivu;3p_pass:maisàranu,OK
malanchicari,Verbo,mal avventurarsi,Italiano,1s:malanchicu;2s:malanchicas;3s:malanchica;1p:malanchicamu;2p:malanchicati;3p:malanchicanu;1s_pass:malanchicai;2s_pass:malanchicasti;3s_pass:malanchicau;1p_pass:malanchicàmuru;2p_pass:malanchicàstivu;3p_pass:malanchicàranu,OK
maldiri,Verbo,maldecir,Español,1s:maldu;2s:maldi;3s:maldi;1p:maldimu;2p:malditi;3p:maldinu;1s_pass:maldii;2s_pass:maldisti;3s_pass:maldìu;1p_pass:maldìmuru;2p_pass:maldìstivu;3p_pass:maldìranu,OK
malidiri,Verbo,maldecir,Español,1s:malidu;2s:malidi;3s:malidi;1p:malidimu;2p:maliditi;3p:malidinu;1s_pass:malidii;2s_pass:malidisti;3s_pass:malidìu;1p_pass:malidìmuru;2p_pass:malidìstivu;3p_pass:malidìranu,OK
maliriri,Verbo,maldecir,Español,1s:maliru;2s:maliri;3s:maliri;1p:malirimu;2p:maliriti;3p:malirinu;1s_pass:malirii;2s_pass:maliristi;3s_pass:malirìu;1p_pass:malirìmuru;2p_pass:malirìstivu;3p_pass:malirìranu,OK
maltrattari,Verbo,maltratar,Español,1s:maltrattu;2s:maltrattas;3s:maltratta;1p:maltrattamu;2p:maltrattati;3p:maltrattanu;1s_pass:maltrattai;2s_pass:maltrattasti;3s_pass:maltrattau;1p_pass:maltrattàmuru;2p_pass:maltrattàstivu;3p_pass:maltrattàranu,OK
malucchiari,Verbo,tenere a bada con arte,Italiano,1s:malucchiu;2s:malucchias;3s:malucchia;1p:malucchiamu;2p:malucchiati;3p:malucchianu;1s_pass:malucchiai;2s_pass:malucchiasti;3s_pass:malucchiau;1p_pass:malucchiàmuru;2p_pass:malucchiàstivu;3p_pass:malucchiàranu,OK
manciari,Verbo,comer,Español,1s:manciu;2s:mancias;3s:mancia;1p:manciamu;2p:manciati;3p:mancianu;1s_pass:manciai;2s_pass:manciasti;3s_pass:manciau;1p_pass:manciàmuru;2p_pass:manciàstivu;3p_pass:manciàranu,OK
manciariari,Verbo,mangiare spesso,Italiano,1s:manciariu;2s:manciarias;3s:manciaria;1p:manciariamu;2p:manciariati;3p:manciarianu;1s_pass:manciariai;2s_pass:manciariasti;3s_pass:manciariau;1p_pass:manciariàmuru;2p_pass:manciariàstivu;3p_pass:manciariàranu,OK
manciuniari,Verbo,mangiare spesso,Italiano,1s:manciuniu;2s:manciunias;3s:manciunia;1p:manciuniamu;2p:manciuniati;3p:manciunianu;1s_pass:manciuniai;2s_pass:manciuniasti;3s_pass:manciuniau;1p_pass:manciuniàmuru;2p_pass:manciuniàstivu;3p_pass:manciuniàranu,OK
mandari,Verbo,"enviar, mandar",Español,1s:mandu;2s:mandas;3s:manda;1p:mandamu;2p:mandati;3p:mandanu;1s_pass:mandai;2s_pass:mandasti;3s_pass:mandau;1p_pass:mandàmuru;2p_pass:mandàstivu;3p_pass:mandàranu,OK
mandriari,Verbo,"ridurre a quadrato un pezzo di terra, per impiantarvi la vigna",Italiano,1s:mandriu;2s:mandrias;3s:mandria;1p:mandriamu;2p:mandriati;3p:mandrianu;1s_pass:mandriai;2s_pass:mandriasti;3s_pass:mandriau;1p_pass:mandriàmuru;2p_pass:mandriàstivu;3p_pass:mandriàranu,OK
mangiari,Verbo,comer,Español,1s:mangiu;2s:mangias;3s:mangia;1p:mangiamu;2p:mangiati;3p:mangianu;1s_pass:mangiai;2s_pass:mangiasti;3s_pass:mangiau;1p_pass:mangiàmuru;2p_pass:mangiàstivu;3p_pass:mangiàranu,OK
maniari,Verbo,maneggiare,Italiano,1s:maniu;2s:manias;3s:mania;1p:maniamu;2p:maniati;3p:manianu;1s_pass:maniai;2s_pass:maniasti;3s_pass:maniau;1p_pass:maniàmuru;2p_pass:maniàstivu;3p_pass:maniàranu,OK
mannari,Verbo,"enviar, mandar",Español,1s:mannu;2s:mannas;3s:manna;1p:mannamu;2p:mannati;3p:mannanu;1s_pass:mannai;2s_pass:mannasti;3s_pass:mannau;1p_pass:mannàmuru;2p_pass:mannàstivu;3p_pass:mannàranu,OK
marammari,Verbo,"mettere in disordine, ingombrare, mettere tutto sossopra",Italiano,1s:marammu;2s:marammas;3s:maramma;1p:marammamu;2p:marammati;3p:marammanu;1s_pass:marammai;2s_pass:marammasti;3s_pass:marammau;1p_pass:marammàmuru;2p_pass:marammàstivu;3p_pass:marammàranu,OK
marcari,Verbo,marcar,Español,1s:marcu;2s:marcas;3s:marca;1p:marcamu;2p:marcati;3p:marcanu;1s_pass:marcai;2s_pass:marcasti;3s_pass:marcau;1p_pass:marcàmuru;2p_pass:marcàstivu;3p_pass:marcàranu,OK
marchiggiari,Verbo,imbrogliare,Italiano,1s:marchiggiu;2s:marchiggias;3s:marchiggia;1p:marchiggiamu;2p:marchiggiati;3p:marchiggianu;1s_pass:marchiggiai;2s_pass:marchiggiasti;3s_pass:marchiggiau;1p_pass:marchiggiàmuru;2p_pass:marchiggiàstivu;3p_pass:marchiggiàranu,OK
marciari,Verbo,"andar, caminar",Español,1s:marciu;2s:marcias;3s:marcia;1p:marciamu;2p:marciati;3p:marcianu;1s_pass:marciai;2s_pass:marciasti;3s_pass:marciau;1p_pass:marciàmuru;2p_pass:marciàstivu;3p_pass:marciàranu,OK
mardiri,Verbo,maldecir,Español,1s:mardu;2s:mardi;3s:mardi;1p:mardimu;2p:marditi;3p:mardinu;1s_pass:mardii;2s_pass:mardisti;3s_pass:mardìu;1p_pass:mardìmuru;2p_pass:mardìstivu;3p_pass:mardìranu,OK
maritari,Verbo,hacer casar,Español,1s:maritu;2s:maritas;3s:marita;1p:maritamu;2p:maritati;3p:maritanu;1s_pass:maritai;2s_pass:maritasti;3s_pass:maritau;1p_pass:maritàmuru;2p_pass:maritàstivu;3p_pass:maritàranu,OK
marmugghiari,Verbo,impigliarsi,Italiano,1s:marmugghiu;2s:marmugghias;3s:marmugghia;1p:marmugghiamu;2p:marmugghiati;3p:marmugghianu;1s_pass:marmugghiai;2s_pass:marmugghiasti;3s_pass:marmugghiau;1p_pass:marmugghiàmuru;2p_pass:marmugghiàstivu;3p_pass:marmugghiàranu,OK
marriddiari,Verbo,cavillare,Italiano,1s:marriddiu;2s:marriddias;3s:marriddia;1p:marriddiamu;2p:marriddiati;3p:marriddianu;1s_pass:marriddiai;2s_pass:marriddiasti;3s_pass:marriddiau;1p_pass:marriddiàmuru;2p_pass:marriddiàstivu;3p_pass:marriddiàranu,OK
marturiari,Verbo,suonare a morto,Italiano,1s:marturiu;2s:marturias;3s:marturia;1p:marturiamu;2p:marturiati;3p:marturianu;1s_pass:marturiai;2s_pass:marturiasti;3s_pass:marturiau;1p_pass:marturiàmuru;2p_pass:marturiàstivu;3p_pass:marturiàranu,OK
marziari,Verbo,essere incostante,Italiano,1s:marziu;2s:marzias;3s:marzia;1p:marziamu;2p:marziati;3p:marzianu;1s_pass:marziai;2s_pass:marziasti;3s_pass:marziau;1p_pass:marziàmuru;2p_pass:marziàstivu;3p_pass:marziàranu,OK
mascariari,Verbo,"tingere, macchiare di nero, scarabocchiare",Italiano,1s:mascariu;2s:mascarias;3s:mascaria;1p:mascariamu;2p:mascariati;3p:mascarianu;1s_pass:mascariai;2s_pass:mascariasti;3s_pass:mascariau;1p_pass:mascariàmuru;2p_pass:mascariàstivu;3p_pass:mascariàranu,OK
maschiari,Verbo,sparare mortaretti,Italiano,1s:maschiu;2s:maschias;3s:maschia;1p:maschiamu;2p:maschiati;3p:maschianu;1s_pass:maschiai;2s_pass:maschiasti;3s_pass:maschiau;1p_pass:maschiàmuru;2p_pass:maschiàstivu;3p_pass:maschiàranu,OK
masticari,Verbo,masticare,Italiano,1s:masticu;2s:masticas;3s:mastica;1p:masticamu;2p:masticati;3p:masticanu;1s_pass:masticai;2s_pass:masticasti;3s_pass:masticau;1p_pass:masticàmuru;2p_pass:masticàstivu;3p_pass:masticàranu,OK
