Palabra,Sustantivo,Traduccion,Idioma,Conjugaciones,Estado
scola,Verbo,escuela,Español,,OK
scrittura,Verbo,escritura,Español,,OK
scuiàttulu,Sustantivo,ardilla,Español,,OK
scujàttulu,Sustantivo,ardilla,Español,,OK
scularu,Verbo,escolar (alumno),Español,,OK
scuma,Verbo,espuma,Español,,OK
scuzzara,Sustantivo,tortuga,Español,,OK
secunnu,Sustantivo,segundo / segundo (unidad de tiempo) / según,Español,,OK
sei,Sustantivo,seis,Español,,OK
sempiu,Sustantivo,ejemplo,Español,,OK
sendi,Sustantivo,idioma sendí,Español,,OK
sensu,Sustantivo,sentido,Español,,OK
senzu,Sustantivo,sentido,Español,,OK
sestu,Sustantivo,sexto,Español,,OK
setti,Sustantivo,siete,Español,,OK
sgroi,Sustantivo,grulla común (Grus grus),Español,,OK
shawi,Sustantivo,idioma chauí,Español,,OK
shenwi,Sustantivo,idioma chenuí,Español,,OK
shilh,Sustantivo,idioma shilha,Español,,OK
siccafrìttuli,Sustantivo,"rácano, tacaño",Español,,OK
sicilianu anticu,Sustantivo,siciliano antiguo,Español,,OK
sicunnu,Sustantivo,segundo / segundo (unidad de tiempo) / según,Español,,OK
sidicèsimu,Sustantivo,"decimosexto, dieciseisavo",Español,,OK
sietti,Sustantivo,siete,Español,,OK
signa,Sustantivo,"simio, simia, mono / mantis religiosa (Mantis religiosa)",Español,,OK
signu,Sustantivo,"señal, seña",Español,,OK
singulari,Sustantivo,singular,Español,,OK
sintomu,Sustantivo,síntoma,Español,,OK
sintìrisi calà calà,Verbo,"1. essere appetibile, 2. essere fiacco, sentirsi fiacco",Italiano,,OK
sira,Sustantivo,"tarde, noche",Español,,OK
sissanta,Verbo,sesenta,Español,,OK
sissantèsimu,Verbo,"sexagésimo, sesentavo",Español,,OK
sistema sulari,Sustantivo,sistema solar,Español,,OK
sittanta,Sustantivo,setenta,Español,,OK
sittantèsimu,Sustantivo,"septuagésimo, setentavo",Español,,OK
sittembri,Sustantivo,septiembre,Español,,OK
sittembru,Sustantivo,septiembre,Español,,OK
sittiembri,Sustantivo,septiembre,Español,,OK
sittièmmiru,Sustantivo,septiembre,Español,,OK
sittièmmuru,Sustantivo,septiembre,Español,,OK
sittèmmaru,Sustantivo,septiembre,Español,,OK
sittèmmiri,Sustantivo,septiembre,Español,,OK
sittèmmiru,Sustantivo,setembre,Español,,OK
sittèmmuru,Sustantivo,septiembre,Español,,OK
siwi,Sustantivo,idioma siwi,Español,,OK
soddu,Sustantivo,perra (moneda),Español,,OK
solu,Sustantivo,suelo,Español,,OK
spadda,Verbo,espalda,Español,,OK
spagnolu,Verbo,español  / idioma español,Español,,OK
spagnolu argintinu,Verbo,"dialecto argentino, español argentino",Español,,OK
spagnuolu,Verbo,español / idioma español,Español,,OK
spata,Verbo,espada,Español,,OK
spaziu,Verbo,espacio,Español,,OK
spazziu,Verbo,espacio,Español,,OK
spezzacaddozza,Verbo,romero silvestre,Español,,OK
spiranza,Verbo,esperanza,Español,,OK
spirenza,Sustantivo,experiencia,Español,,OK
spirenzia,Sustantivo,experiencia,Español,,OK
spiziali,Sustantivo,"farmacéutico, boticario",Español,,OK
spizziali,Sustantivo,"farmacéutico, boticario",Español,,OK
spranza,Verbo,esperanza,Español,,OK
sprissiuoni,Sustantivo,sintagma ''m'',Español,,OK
spènsiri,Verbo,"1. largo mantello utilizzato dai contadini (per proteggersi dalle intemperie). Il termine era usato nel territorio di Modica (provincia di Ragusa)., 2. giubboncino, sorta di vestimento con maniche, che copre il busto, 3. corpetto  attillato e spesso ricamato che le donne indossavano sulla gonna, quasi sempre lunga (detta ""sottana"").",Italiano,,OK
spènziri,Verbo,"1. largo mantello utilizzato dai contadini (per proteggersi dalle intemperie). Il termine era usato nel territorio di Modica (provincia di Ragusa)., 2. giubboncino, sorta di vestimento con maniche, che copre il busto, 3. corpetto  attillato e spesso ricamato che le donne indossavano sulla gonna, quasi sempre lunga (detta ""sottana"").",Italiano,,OK
stamatina,Verbo,esta mañana,Español,,OK
stati,Sustantivo,verano,Español,,OK
statura,Verbo,"estatura, taille",Español,,OK
sticchiu,Sustantivo,"vagina, coño",Español,,OK
storia,Sustantivo,historia,Español,,OK
strattu,Sustantivo,concentrado de tomate,Español,,OK
strùmmula,Sustantivo,peonza,Español,,OK
studiu,Verbo,estudio,Español,,OK
stufati,Sustantivo,"guisados, cocidos",Español,,OK
stufatu,Sustantivo,"guisado, cocido",Español,,OK
stòmmicu,Verbo,estómago,Español,,OK
suffissu,Sustantivo,sufijo,Español,,OK
suli,Sustantivo,sol,Español,,OK
surci,Sustantivo,ratón,Español,,OK
surciu,Sustantivo,ratón,Español,,OK
surgi,Sustantivo,ratón,Español,,OK
surgiu,Sustantivo,ratón,Español,,OK
suzzura,Verbo,aire,Español,,OK
sàlici,Sustantivo,sauce,Español,,OK
sè,Sustantivo,sí,Español,,OK
sèntiri la maniata,Sustantivo,"fiutare la traccia della selvaggina (lepre), o d'altri animali",Italiano,,OK
sèttimu,Sustantivo,séptimo,Español,,OK
sèttumu,Sustantivo,séptimo,Español,,OK
sì,Sustantivo,sí,Español,,OK
sìdici,Sustantivo,dieciséis,Español,,OK
sìntumu,Sustantivo,síntoma,Español,,OK
sìrici,Sustantivo,dieciséis,Español,,OK
sùlici,Sustantivo,ratón,Español,,OK
sùrici,Sustantivo,ratón,Español,,OK
t'andicchia,Sustantivo,un poco,Español,,OK
t'anticchia,Sustantivo,un poco,Español,,OK
tambasiati,Sustantivo,acción de gandulear (perdida de tiempo),Español,,OK
tambureddu,Sustantivo,tamborito,Español,,OK
tammureddu,Sustantivo,tamborito,Español,,OK
tampasiati,Sustantivo,acción de gandulear (perdida de tiempo),Español,,OK
tana,Sustantivo,"guarida, cubil",Español,,OK
tandicchia,Sustantivo,un poco,Español,,OK
tanticchia,Sustantivo,un poco,Español,,OK
tantu maggis,Sustantivo,tanto più,Italiano,,OK
tappu,Sustantivo,"tapón, tapa, corcho",Español,,OK
tarmu,Sustantivo,"catafalco, letto da morto, palco, impalcatura",Italiano,,OK
taruni,Sustantivo,ghiandaia,Italiano,,OK
teccà,Sustantivo,toma,Español,,OK
tema,Sustantivo,tema,Español,,OK
tempa,Sustantivo,tiempos,Español,,OK
tempi,Sustantivo,tiempos,Español,,OK
tempu,Verbo,"1. tiempo, 2. tiempo (condiciones meteorológicas)",Español,,OK
terra,Sustantivo,tierra,Español,,OK
terzu,Sustantivo,tercero,Español,,OK
testa,Sustantivo,cabeza,Español,,OK
tezzu,Sustantivo,tercero,Español,,OK
tiempu,Verbo,"1. tiempo, 2. tiempo (condiciones meteorológicas)",Español,,OK
tierra,Sustantivo,tierra,Español,,OK
tigna,Sustantivo,tiña (enfermedad: fermatofitosis),Español,,OK
timpa,Sustantivo,"saliente, cornisa",Español,,OK
timpulata,Sustantivo,"bofetada, golpe",Español,,OK
timpuluni,Sustantivo,golpe con el dorso de la mano,Español,,OK
timpurali,Verbo,"tormenta, tempestad",Español,,OK
tina,Conjunción/Adverbio,tina / cuba para el vino,Español,,OK
tinu,Sustantivo,tina,Español,,OK
tirrenu,Sustantivo,terreno,Español,,OK
tisoru,Verbo,tesoro,Español,,OK
tistetta,Sustantivo,"1. mattone di tufo, 2. cantone (parlandosi di muro).",Italiano,,OK
tortu e minortu,Sustantivo,"sbilenco, malfatto",Italiano,,OK
tra,Sustantivo,entre,Español,,OK
trappitu,Sustantivo,prensa,Español,,OK
trenta,Sustantivo,treinta,Español,,OK
trentacincu,Sustantivo,treinta y cinco,Español,,OK
trentatrì,Verbo,treinta y tres,Español,,OK
tri,Verbo,tres,Español,,OK
triccentu,Verbo,trescientos,Español,,OK
triccuopa,Sustantivo,albaricoque,Español,,OK
tridicèsimu,Sustantivo,"decimotercio, decimotercero, trezavo",Español,,OK
trimmila,Verbo,tres mil,Español,,OK
trintèsimu,Sustantivo,"trigésimo, treintavo",Español,,OK
trisoru,Verbo,tesoro,Español,,OK
trita,Sustantivo,tercera muda del gusano de seda,Español,,OK
triti,Sustantivo,tercera muda del gusano de seda,Español,,OK
tràppula,Sustantivo,trampa,Español,,OK
trìdici,Sustantivo,trece,Español,,OK
trìrici,Sustantivo,trece,Español,,OK
tu,Sustantivo,tú,Español,,OK
tuareg,Sustantivo,idioma tuareg,Español,,OK
tudiscu àutu anticu,Sustantivo,antiguo alto-alemán,Español,,OK
tudiscu àutu mediu,Sustantivo,alto-alemán medio,Español,,OK
tumpulata,Sustantivo,"bofetada, golpe",Español,,OK
tumpuluni,Sustantivo,golpe con el dorso de la mano,Español,,OK
tuni,Sustantivo,tú,Español,,OK
tuppulata,Sustantivo,"bofetada, golpe",Español,,OK
tuppuluni,Sustantivo,golpe con el dorso de la mano,Español,,OK
turrenu,Sustantivo,terreno,Español,,OK
tussi canina,Sustantivo,"tos ferina (pertusis, pertussis)",Español,,OK
tutti dui,Sustantivo,"ambos, ambas",Español,,OK
tuvagghiuni,Verbo,mantel (puesto en ocasión especial),Español,,OK
tàlamu,Sustantivo,"catafalco, letto da morto, palco, impalcatura",Italiano,,OK
tèmpira,Sustantivo,tiempos,Español,,OK
tèmpura,Sustantivo,tiempos,Español,,OK
uarglanu,Sustantivo,idioma tagargrent,Español,,OK
ucca,Sustantivo,boca,Español,,OK
uccasioni,Sustantivo,"ocasión, oportunidad",Español,,OK
ucchi,Sustantivo,bocas,Español,,OK
uccirìa,Sustantivo,carnicería,Español,,OK
uerra,Sustantivo,guerra,Español,,OK
ugghia,Sustantivo,aguja (herramienta),Español,,OK
ula,Sustantivo,garganta,Español,,OK
ulannisi mediu,Sustantivo,holandés medio,Español,,OK
uliva,Sustantivo,"oliva, aceituna",Español,,OK
ulivitu,Sustantivo,olivar,Español,,OK
unna,Conjunción/Adverbio,"dónde, donde",Español,,OK
unni,Conjunción/Adverbio,"dónde, donde",Español,,OK
unnicèsimu,Sustantivo,"undécimo, onceno, onzavo",Español,,OK
unu,Sustantivo,uno,Español,,OK
uoggi,Sustantivo,hoy,Español,,OK
uovu,Sustantivo,huevo,Español,,OK
ura,Sustantivo,hora,Español,,OK
urbittinu,Sustantivo,lución (Anguis fragilis),Español,,OK
urvittinu,Sustantivo,lución (Anguis fragilis),Español,,OK
urìggina,Sustantivo,origen,Español,,OK
urìggini,Sustantivo,origen,Español,,OK
urìgini,Sustantivo,origen,Español,,OK
uttanta,Sustantivo,ochenta,Español,,OK
uttantèsimu,Sustantivo,octogésimo,Español,,OK
uttavu,Sustantivo,octavo,Español,,OK
utti,Verbo,"tonel, barril / toneles, barriles",Español,,OK
vacanza,Sustantivo,vacación,Español,,OK
vacanzia,Sustantivo,vacación,Español,,OK
vacca,Sustantivo,vaca,Español,,OK
vacili,Sustantivo,"bacile, bacinella",Italiano,,OK
vaetra,Sustantivo,"gaviota, gavia",Español,,OK
vagnu,Sustantivo,baño,Español,,OK
vaia,Sustantivo,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
vaiana,Sustantivo,cáscara,Español,,OK
vaja,Sustantivo,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
vajana,Sustantivo,cáscara,Español,,OK
valata,Sustantivo,"baldosa, losa",Español,,OK
valluni,Sustantivo,valón / idioma valón,Español,,OK
vancu,Sustantivo,"banco, bancada",Español,,OK
vanedda,Verbo,"stradina di campagna, vicolo / fessura",Italiano,,OK
vantali,Sustantivo,delantal,Español,,OK
vapurata,Sustantivo,"ráfaga de viento, soplo de viento fuerte, golpe de viento",Español,,OK
varba,Sustantivo,barba,Español,,OK
varbarottu,Sustantivo,"barbilla, mentón",Español,,OK
varbi,Sustantivo,barbas,Español,,OK
varca,Sustantivo,barquito,Español,,OK
varcocu,Sustantivo,albaricoque,Español,,OK
varianti,Sustantivo,variante,Español,,OK
varianti dialittali,Sustantivo,variante dialectal,Español,,OK
varrili,Sustantivo,"tonel, barril",Español,,OK
varva,Sustantivo,barba,Español,,OK
varvarottu,Sustantivo,"barbilla, mentón",Español,,OK
varvi,Sustantivo,barbas,Español,,OK
vasceddu,Sustantivo,colmena,Español,,OK
vasciu sàssuni,Sustantivo,bajo sajón,Español,,OK
vassa,Verbo,"usted (a los ancianos, a los pescadores, ecc.)",Español,,OK
vasuni,Verbo,besón,Español,,OK
vavaluci,Sustantivo,caracol,Español,,OK
vavaluciu,Sustantivo,caracol,Español,,OK
ventu,Sustantivo,viento,Español,,OK
vermi,Sustantivo,gusano,Español,,OK
vermu,Sustantivo,gusano,Español,,OK
verra,Sustantivo,guerra,Español,,OK
vespa,Sustantivo,avispa,Español,,OK
viaggiu,Sustantivo,viaje,Español,,OK
vicinanti,Sustantivo,vecino,Español,,OK
vientu,Sustantivo,viento,Español,,OK
vina,Sustantivo,vena,Español,,OK
vini,Sustantivo,vinos / venas,Español,,OK
vinnitta,Sustantivo,venganza,Español,,OK
vinti,Sustantivo,veinte,Español,,OK
vintèsimu,Sustantivo,vigésimo,Español,,OK
vinu,Sustantivo,vino,Español,,OK
violinu,Sustantivo,violín,Español,,OK
vircocu,Sustantivo,albaricoque,Español,,OK
vircuocu,Sustantivo,albaricoque,Español,,OK
viritati,Sustantivo,verdad,Español,,OK
virità,Sustantivo,verdad,Español,,OK
virtati,Sustantivo,verdad,Español,,OK
virtà,Sustantivo,verdad,Español,,OK
vita,Sustantivo,vida,Español,,OK
vitudda,Sustantivo,abedul,Español,,OK
viulinu,Sustantivo,violín,Español,,OK
viziu,Sustantivo,vicio,Español,,OK
vizziu,Sustantivo,vicio,Español,,OK
voscu,Sustantivo,bosque,Español,,OK
vossìa,Sustantivo,usted,Español,,OK
vozza,Verbo,"vescica che hanno i polli sotto il collo, dove si ferma il cibo inghiottito, gozzo",Italiano,,OK
vricu,Sustantivo,beccuccio,Italiano,,OK
vruca,Sustantivo,tamarisco (Tamarix gallica),Español,,OK
vucca,Sustantivo,boca,Español,,OK
vucchi,Sustantivo,bocas,Español,,OK
vuccirìa,Sustantivo,carnicería,Español,,OK
vuccuni,Sustantivo,bocado,Español,,OK
vugghia,Sustantivo,aguja (herramienta),Español,,OK
vulcani,Verbo,volcanes,Español,,OK
vulcanu,Sustantivo,volcán,Español,,OK
vuluntati,Sustantivo,voluntad,Español,,OK
vuluntà,Sustantivo,voluntad,Español,,OK
vurcani,Verbo,volcanes,Español,,OK
vurcanu,Sustantivo,volcán,Español,,OK
vusa,Sustantivo,sterco di bue,Italiano,,OK
vusata,Sustantivo,sterco di bue,Italiano,,OK
vusciularu,Sustantivo,papada,Español,,OK
vutti,Verbo,"tonel, barril / toneles, barriles",Español,,OK
vèrtuli,Sustantivo,alforjas,Español,,OK
vèttuli,Sustantivo,alforjas,Español,,OK
zabbarra,Sustantivo,agave,Español,,OK
zabbina,Sustantivo,ricotta con el suero,Español,,OK
zaccagnu,Sustantivo,cuchillo,Español,,OK
zenaga,Sustantivo,idioma zenaga,Español,,OK
zeta,Sustantivo,"zeda, zeta",Español,,OK
zi,Sustantivo,tío,Español,,OK
ziinu,Sustantivo,fanello,Italiano,,OK
zita,Sustantivo,novia,Español,,OK
zitu,Sustantivo,novio,Español,,OK
ziu,Sustantivo,tío,Español,,OK
zu,Sustantivo,tío,Español,,OK
zàgara,Sustantivo,azahar,Español,,OK
zùcchiru,Sustantivo,azúcar,Español,,OK
zùccuru,Sustantivo,azúcar,Español,,OK
àbbisi,Sustantivo,lápiz,Español,,OK
àbbiti,Sustantivo,ropas,Español,,OK
àbiti,Sustantivo,ropas,Español,,OK
àciru,Sustantivo,arce,Español,,OK
àgghiaru,Sustantivo,arce,Español,,OK
àibba,Sustantivo,"gaviota, gavia",Español,,OK
àipa,Sustantivo,"gaviota, gavia",Español,,OK
àiula,Sustantivo,raspallón (Diplodus annularis),Español,,OK
àjula,Sustantivo,raspallón (Diplodus annularis),Español,,OK
àlgibbra,Sustantivo,álgebra,Español,,OK
àlgibra,Sustantivo,álgebra,Español,,OK
ànima,Sustantivo,alma,Español,,OK
àrabbu,Sustantivo,árabe / idioma árabe,Español,,OK
àrbilu,Sustantivo,árbol,Español,,OK
àrbiru,Sustantivo,árbol,Español,,OK
àrbula,Sustantivo,il cerchio di legno attorno al vaglio,Italiano,,OK
àrbulu,Sustantivo,árbol,Español,,OK
àrburu,Sustantivo,árbol,Español,,OK
àrvulu,Sustantivo,árbol,Español,,OK
àrvuru,Sustantivo,árbol,Español,,OK
àrzanu,Sustantivo,abeto,Español,,OK
àsina,Sustantivo,"asna, burra",Español,,OK
àuru,Sustantivo,oro,Español,,OK
â,Sustantivo,a la,Español,,OK
â sanfasò,Verbo,"descuidadamente, negligentemente, con descuido",Español,,OK
çiamma,Sustantivo,"flama, llama",Español,,OK
çiascu,Sustantivo,"""fiasco"" (garrafa)",Español,,OK
çiatu,Verbo,"aliento, respiración",Español,,OK
çisca,Sustantivo,"recipiente per il latte, contenitore ligneo in cui si munge",Italiano,,OK
çiumi,Sustantivo,río,Español,,OK
çiuri,Verbo,flor / flores,Español,,OK
èbbica,Sustantivo,época,Español,,OK
èbbuca,Sustantivo,época,Español,,OK
èddara,Sustantivo,hiedra,Español,,OK
èddira,Sustantivo,hiedra,Español,,OK
èdira,Sustantivo,hiedra,Español,,OK
èpuca,Sustantivo,época,Español,,OK
èriva,Sustantivo,"hierba, yerba",Español,,OK
èrmitu,Verbo,puñado de espigas (ramo de espigas),Español,,OK
èssiri calà calà,Verbo,"1. essere appetibile, 2. essere fiacco, sentirsi fiacco",Italiano,,OK
ètira,Sustantivo,hiedra,Español,,OK
ê,Sustantivo,a los / a las,Español,,OK
ìditu,Sustantivo,dedo,Español,,OK
ìlici,Sustantivo,encina,Español,,OK
ìritu,Sustantivo,dedo,Español,,OK
òminu,Sustantivo,hombre,Español,,OK
òmunu,Sustantivo,hombre,Español,,OK
ô,Sustantivo,al,Español,,OK
ùnnici,Sustantivo,once,Español,,OK
